Date,Original,Spline,Linear
1/1/2013,,,
1/2/2013,1820,1820,1820
1/3/2013,1830,1830,1830
1/4/2013,1840,1840,1840
1/5/2013,,1830,1830.010758
1/6/2013,,1820,1820.045069
1/7/2013,1810,1810,1810
1/8/2013,1840,1840,1840
1/9/2013,1840,1840,1840
1/10/2013,1810,1810,1810
1/11/2013,1780,1780,1780
1/12/2013,,1783.333333,1783.380998
1/13/2013,,1786.666667,1786.733378
1/14/2013,1790,1790,1790
1/15/2013,1830,1830,1830
1/16/2013,1810,1810,1810
1/17/2013,1840,1840,1840
1/18/2013,1820,1820,1820
1/19/2013,,1846.666667,1846.687338
1/20/2013,,1873.333333,1873.250825
1/21/2013,1900,1900,1900
1/22/2013,1840,1840,1840
1/23/2013,1860,1860,1860
1/24/2013,,1860,1859.953235
1/25/2013,1860,1860,1860
1/26/2013,,1860,1860.009723
1/27/2013,,1860,1860.016683
1/28/2013,1860,1860,1860
1/29/2013,1880,1880,1880
1/30/2013,1900,1900,1900
1/31/2013,1900,1900,1900
2/1/2013,1930,1930,1930
2/2/2013,,1950,1949.204689
2/3/2013,,1970,1967.290274
2/4/2013,1990,1990,1990
2/5/2013,2000,2000,2000
2/6/2013,2000,2000,2000
2/7/2013,1980,1980,1980
2/8/2013,2020,2020,2020
2/9/2013,,2020,2019.951116
2/10/2013,,2020,2020.004771
2/11/2013,2020,2020,2020
2/12/2013,2030,2030,2030
2/13/2013,2000,2000,2000
2/14/2013,2000,2000,2000
2/15/2013,2000,2000,2000
2/16/2013,,2003.333333,2004.979773
2/17/2013,,2006.666667,2008.157762
2/18/2013,2010,2010,2010
2/19/2013,2040,2040,2040
2/20/2013,2060,2060,2060
2/21/2013,2040,2040,2040
2/22/2013,2070,2070,2070
2/23/2013,,2090,2087.385782
2/24/2013,,2110,2109.332186
2/25/2013,2130,2130,2130
2/26/2013,2200,2200,2200
2/27/2013,2160,2160,2160
2/28/2013,2150,2150,2150
3/1/2013,2180,2180,2180
3/2/2013,,2170,2169.967521
3/3/2013,,2160,2160.023193
3/4/2013,2150,2150,2150
3/5/2013,2160,2160,2160
3/6/2013,2120,2120,2120
3/7/2013,2140,2140,2140
3/8/2013,2160,2160,2160
3/9/2013,,2160,2159.982567
3/10/2013,,2160,2159.984778
3/11/2013,2160,2160,2160
3/12/2013,,2145,2145.840003
3/13/2013,2130,2130,2130
3/14/2013,2140,2140,2140
3/15/2013,2140,2140,2140
3/16/2013,,2136.666667,2137.208369
3/17/2013,,2133.333333,2132.772279
3/18/2013,2130,2130,2130
3/19/2013,2140,2140,2140
3/20/2013,2160,2160,2160
3/21/2013,2180,2180,2180
3/22/2013,2140,2140,2140
3/23/2013,,2126.666667,2126.766626
3/24/2013,,2113.333333,2113.472069
3/25/2013,2100,2100,2100
3/26/2013,2170,2170,2170
3/27/2013,2140,2140,2140
3/28/2013,2220,2220,2220
3/29/2013,,2215,2214.876091
3/30/2013,,2210,2209.951936
3/31/2013,,2205,2205.02778
4/1/2013,2200,2200,2200
4/2/2013,2240,2240,2240
4/3/2013,2240,2240,2240
4/4/2013,2240,2240,2240
4/5/2013,2190,2190,2190
4/6/2013,,2193.333333,2193.382662
4/7/2013,,2196.666667,2196.64524
4/8/2013,2200,2200,2200
4/9/2013,2160,2160,2160
4/10/2013,2140,2140,2140
4/11/2013,2130,2130,2130
4/12/2013,2170,2170,2170
4/13/2013,,2166.666667,2166.576694
4/14/2013,,2163.333333,2163.248587
4/15/2013,2160,2160,2160
4/16/2013,2130,2130,2130
4/17/2013,2170,2170,2170
4/18/2013,2180,2180,2180
4/19/2013,2210,2210,2210
4/20/2013,,2206.666667,2206.613225
4/21/2013,,2203.333333,2203.272305
4/22/2013,2200,2200,2200
4/23/2013,2160,2160,2160
4/24/2013,2160,2160,2160
4/25/2013,2190,2190,2190
4/26/2013,2220,2220,2220
4/27/2013,,2206.666667,2206.666489
4/28/2013,,2193.333333,2193.380303
4/29/2013,2180,2180,2180
4/30/2013,2190,2190,2190
5/1/2013,2140,2140,2140
5/2/2013,2140,2140,2140
5/3/2013,2150,2150,2150
5/4/2013,,2153.333333,2152.213652
5/5/2013,,2156.666667,2156.145767
5/6/2013,2160,2160,2160
5/7/2013,2200,2200,2200
5/8/2013,2200,2200,2200
5/9/2013,,2200,2200.021002
5/10/2013,2200,2200,2200
5/11/2013,,2200,2200.032808
5/12/2013,,2200,2200.03871
5/13/2013,2200,2200,2200
5/14/2013,2220,2220,2220
5/15/2013,2210,2210,2210
5/16/2013,2190,2190,2190
5/17/2013,2160,2160,2160
5/18/2013,,2176.666667,2176.703367
5/19/2013,,2193.333333,2193.327867
5/20/2013,2210,2210,2210
5/21/2013,2200,2200,2200
5/22/2013,2200,2200,2200
5/23/2013,2200,2200,2200
5/24/2013,2190,2190,2190
5/25/2013,,2193.333333,2195.279512
5/26/2013,,2196.666667,2197.548229
5/27/2013,2200,2200,2200
5/28/2013,2130,2130,2130
5/29/2013,2170,2170,2170
5/30/2013,2170,2170,2170
5/31/2013,2160,2160,2160
6/1/2013,,2130,2129.942424
6/2/2013,,2100,2099.881896
6/3/2013,2070,2070,2070
6/4/2013,1980,1980,1980
6/5/2013,2020,2020,2020
6/6/2013,,2010,2009.926815
6/7/2013,2000,2000,2000
6/8/2013,,1980,1979.991976
6/9/2013,,1960,1959.954833
6/10/2013,1940,1940,1940
6/11/2013,1870,1870,1870
6/12/2013,1830,1830,1830
6/13/2013,1840,1840,1840
6/14/2013,1910,1910,1910
6/15/2013,,1926.666667,1926.623949
6/16/2013,,1943.333333,1943.376121
6/17/2013,1960,1960,1960
6/18/2013,2020,2020,2020
6/19/2013,2010,2010,2010
6/20/2013,1930,1930,1930
6/21/2013,1850,1850,1850
6/22/2013,,1850,1850.060794
6/23/2013,,1850,1850.027245
6/24/2013,1850,1850,1850
6/25/2013,1850,1850,1850
6/26/2013,1830,1830,1830
6/27/2013,1890,1890,1890
6/28/2013,1920,1920,1920
6/29/2013,,1943.333333,1941.516031
6/30/2013,,1966.666667,1966.157303
7/1/2013,1990,1990,1990
7/2/2013,2000,2000,2000
7/3/2013,1980,1980,1980
7/4/2013,1900,1900,1900
7/5/2013,1940,1940,1940
7/6/2013,,1926.666667,1926.548706
7/7/2013,,1913.333333,1913.257428
7/8/2013,1900,1900,1900
7/9/2013,1860,1860,1860
7/10/2013,1840,1840,1840
7/11/2013,1920,1920,1920
7/12/2013,1980,1980,1980
7/13/2013,,2000,1999.982997
7/14/2013,,2020,2019.989976
7/15/2013,2040,2040,2040
7/16/2013,2040,2040,2040
7/17/2013,2030,2030,2030
7/18/2013,2040,2040,2040
7/19/2013,2030,2030,2030
7/20/2013,,2036.666667,2036.666955
7/21/2013,,2043.333333,2043.289101
7/22/2013,2050,2050,2050
7/23/2013,2030,2030,2030
7/24/2013,2070,2070,2070
7/25/2013,2070,2070,2070
7/26/2013,2040,2040,2040
7/27/2013,,2040,2040.042245
7/28/2013,,2040,2040.02854
7/29/2013,2040,2040,2040
7/30/2013,2060,2060,2060
7/31/2013,2080,2080,2080
8/1/2013,2080,2080,2080
8/2/2013,2100,2100,2100
8/3/2013,,2100,2099.954423
8/4/2013,,2100,2099.940507
8/5/2013,,2100,2099.92659
8/6/2013,,2100,2099.912673
8/7/2013,,2100,2099.898757
8/8/2013,,2100,2099.88484
8/9/2013,,2100,2099.870923
8/10/2013,,2100,2099.857007
8/11/2013,,2100,2099.84309
8/12/2013,2100,2100,2100
8/13/2013,2040,2040,2040
8/14/2013,2110,2110,2110
8/15/2013,2180,2180,2180
8/16/2013,2120,2120,2120
8/17/2013,,2103.333333,2103.359355
8/18/2013,,2086.666667,2086.508737
8/19/2013,2070,2070,2070
8/20/2013,1900,1900,1900
8/21/2013,1900,1900,1900
8/22/2013,1860,1860,1860
8/23/2013,1900,1900,1900
8/24/2013,,1880,1879.91395
8/25/2013,,1860,1859.96247
8/26/2013,1840,1840,1840
8/27/2013,1800,1800,1800
8/28/2013,1740,1740,1740
8/29/2013,1800,1800,1800
8/30/2013,1780,1780,1780
8/31/2013,,1793.333333,1793.406949
9/1/2013,,1806.666667,1806.69809
9/2/2013,1820,1820,1820
9/3/2013,1810,1810,1810
9/4/2013,1770,1770,1770
9/5/2013,1740,1740,1740
9/6/2013,1740,1740,1740
9/7/2013,,1750,1750.025649
9/8/2013,,1760,1760.098191
9/9/2013,1770,1770,1770
9/10/2013,1890,1890,1890
9/11/2013,1960,1960,1960
9/12/2013,1930,1930,1930
9/13/2013,1970,1970,1970
9/14/2013,,1983.333333,1983.800659
9/15/2013,,1996.666667,1997.687634
9/16/2013,2010,2010,2010
9/17/2013,2010,2010,2010
9/18/2013,2000,2000,2000
9/19/2013,2120,2120,2120
9/20/2013,2150,2150,2150
9/21/2013,,2103.333333,2103.420532
9/22/2013,,2056.666667,2056.902751
9/23/2013,2010,2010,2010
9/24/2013,2130,2130,2130
9/25/2013,2060,2060,2060
9/26/2013,2090,2090,2090
9/27/2013,2090,2090,2090
9/28/2013,,2083.333333,2081.39623
9/29/2013,,2076.666667,2075.95943
9/30/2013,2070,2070,2070
10/1/2013,1950,1950,1950
10/2/2013,2000,2000,2000
10/3/2013,2060,2060,2060
10/4/2013,2060,2060,2060
10/5/2013,,2070,2072.643425
10/6/2013,,2080,2080.707322
10/7/2013,2090,2090,2090
10/8/2013,2050,2050,2050
10/9/2013,2060,2060,2060
10/10/2013,2070,2070,2070
10/11/2013,2140,2140,2140
10/12/2013,,2140,2139.894365
10/13/2013,,2140,2139.91043
10/14/2013,,2140,2139.926495
10/15/2013,,2140,2139.94256
10/16/2013,2140,2140,2140
10/17/2013,2110,2110,2110
10/18/2013,2110,2110,2110
10/19/2013,,2106.666667,2105.793779
10/20/2013,,2103.333333,2103.098456
10/21/2013,2100,2100,2100
10/22/2013,2110,2110,2110
10/23/2013,2110,2110,2110
10/24/2013,2100,2100,2100
10/25/2013,2110,2110,2110
10/26/2013,,2123.333333,2124.741653
10/27/2013,,2136.666667,2137.02935
10/28/2013,2150,2150,2150
10/29/2013,2110,2110,2110
10/30/2013,2080,2080,2080
10/31/2013,2090,2090,2090
11/1/2013,2050,2050,2050
11/2/2013,,2053.333333,2053.390118
11/3/2013,,2056.666667,2056.686042
11/4/2013,2060,2060,2060
11/5/2013,,2065,2065.009293
11/6/2013,2070,2070,2070
11/7/2013,2090,2090,2090
11/8/2013,2090,2090,2090
11/9/2013,,2086.666667,2086.676656
11/10/2013,,2083.333333,2083.331866
11/11/2013,2080,2080,2080
11/12/2013,2050,2050,2050
11/13/2013,2000,2000,2000
11/14/2013,1990,1990,1990
11/15/2013,2020,2020,2020
11/16/2013,,2030,2029.971601
11/17/2013,,2040,2040.001992
11/18/2013,2050,2050,2050
11/19/2013,2060,2060,2060
11/20/2013,2040,2040,2040
11/21/2013,1980,1980,1980
11/22/2013,2000,2000,2000
11/23/2013,,2013.333333,2011.546653
11/24/2013,,2026.666667,2026.121702
11/25/2013,2040,2040,2040
11/26/2013,2000,2000,2000
11/27/2013,1940,1940,1940
11/28/2013,1950,1950,1950
11/29/2013,1940,1940,1940
11/30/2013,,1936.666667,1938.468893
12/1/2013,,1933.333333,1933.887572
12/2/2013,1930,1930,1930
12/3/2013,1960,1960,1960
12/4/2013,1960,1960,1960
12/5/2013,1930,1930,1930
12/6/2013,1900,1900,1900
12/7/2013,,1906.666667,1906.640677
12/8/2013,,1913.333333,1913.218744
12/9/2013,1920,1920,1920
12/10/2013,1860,1860,1860
12/11/2013,1930,1930,1930
12/12/2013,1960,1960,1960
12/13/2013,1910,1910,1910
12/14/2013,,1910,1910.055183
12/15/2013,,1910,1909.969895
12/16/2013,1910,1910,1910
12/17/2013,1870,1870,1870
12/18/2013,1900,1900,1900
12/19/2013,1920,1920,1920
12/20/2013,1910,1910,1910
12/21/2013,,1896.666667,1896.70465
12/22/2013,,1883.333333,1883.392298
12/23/2013,1870,1870,1870
12/24/2013,1900,1900,1900
12/25/2013,,1903.333333,1903.285508
12/26/2013,,1906.666667,1904.965904
12/27/2013,1910,1910,1910
12/28/2013,,1910,1908.326697
12/29/2013,,1910,1910.007094
12/30/2013,1910,1910,1910
12/31/2013,,1920,1921.126403
1/1/2014,,1930,1930.565315
1/2/2014,1940,1940,1940
1/3/2014,1940,1940,1940
1/4/2014,,1920,1919.987956
1/5/2014,,1900,1899.994094
1/6/2014,1880,1880,1880
1/7/2014,1870,1870,1870
1/8/2014,1880,1880,1880
1/9/2014,1860,1860,1860
1/10/2014,1880,1880,1880
1/11/2014,,1883.333333,1883.306252
1/12/2014,,1886.666667,1886.677853
1/13/2014,1890,1890,1890
1/14/2014,,1930,1930.012344
1/15/2014,1970,1970,1970
1/16/2014,2010,2010,2010
1/17/2014,2000,2000,2000
1/18/2014,,2000,2000.010522
1/19/2014,,2000,1999.952083
1/20/2014,2000,2000,2000
1/21/2014,1955,1955,1955
1/22/2014,1965,1965,1965
1/23/2014,2000,2000,2000
1/24/2014,2020,2020,2020
1/25/2014,,2010,2011.624773
1/26/2014,,2000,2000.77184
1/27/2014,1990,1990,1990
1/28/2014,1960,1960,1960
1/29/2014,2010,2010,2010
1/30/2014,1970,1970,1970
1/31/2014,,1972.5,1972.575101
2/1/2014,,1975,1975.017535
2/2/2014,,1977.5,1977.45997
2/3/2014,1980,1980,1980
2/4/2014,1950,1950,1950
2/5/2014,1980,1980,1980
2/6/2014,1975,1975,1975
2/7/2014,2050,2050,2050
2/8/2014,,2053.333333,2053.210155
2/9/2014,,2056.666667,2056.562367
2/10/2014,2060,2060,2060
2/11/2014,2020,2020,2020
2/12/2014,2050,2050,2050
2/13/2014,2070,2070,2070
2/14/2014,2080,2080,2080
2/15/2014,,2085,2082.912635
2/16/2014,,2090,2087.724021
2/17/2014,2095,2095,2095
2/18/2014,2095,2095,2095
2/19/2014,2080,2080,2080
2/20/2014,2045,2045,2045
2/21/2014,2100,2100,2100
2/22/2014,,2098.333333,2098.234797
2/23/2014,,2096.666667,2096.611296
2/24/2014,2095,2095,2095
2/25/2014,2080,2080,2080
2/26/2014,2080,2080,2080
2/27/2014,2055,2055,2055
2/28/2014,2060,2060,2060
3/1/2014,,2053.333333,2053.297212
3/2/2014,,2046.666667,2046.639329
3/3/2014,2040,2040,2040
3/4/2014,2050,2050,2050
3/5/2014,2105,2105,2105
3/6/2014,2120,2120,2120
3/7/2014,2120,2120,2120
3/8/2014,,2120,2121.680824
3/9/2014,,2120,2120.825166
3/10/2014,2120,2120,2120
3/11/2014,2095,2095,2095
3/12/2014,2075,2075,2075
3/13/2014,2090,2090,2090
3/14/2014,2065,2065,2065
3/15/2014,,2115,2115.069616
3/16/2014,,2165,2164.996961
3/17/2014,2215,2215,2215
3/18/2014,2200,2200,2200
3/19/2014,2160,2160,2160
3/20/2014,2120,2120,2120
3/21/2014,2085,2085,2085
3/22/2014,,2078.333333,2077.228059
3/23/2014,,2071.666667,2070.277139
3/24/2014,2065,2065,2065
3/25/2014,2065,2065,2065
3/26/2014,2075,2075,2075
3/27/2014,2090,2090,2090
3/28/2014,2100,2100,2100
3/29/2014,,2110,2110.020998
3/30/2014,,2120,2120.043199
3/31/2014,,2130,2130.065401
4/1/2014,2140,2140,2140
4/2/2014,2190,2190,2190
4/3/2014,2190,2190,2190
4/4/2014,2205,2205,2205
4/5/2014,,2196.666667,2196.897353
4/6/2014,,2188.333333,2189.199031
4/7/2014,2180,2180,2180
4/8/2014,2175,2175,2175
4/9/2014,,2130,2129.514282
4/10/2014,2085,2085,2085
4/11/2014,2160,2160,2160
4/12/2014,,2176.666667,2175.846901
4/13/2014,,2193.333333,2191.864064
4/14/2014,2210,2210,2210
4/15/2014,2205,2205,2205
4/16/2014,2210,2210,2210
4/17/2014,2220,2220,2220
4/18/2014,,2225,2222.5998
4/19/2014,,2230,2228.593898
4/20/2014,,2235,2234.587995
4/21/2014,2240,2240,2240
4/22/2014,2190,2190,2190
4/23/2014,2180,2180,2180
4/24/2014,2210,2210,2210
4/25/2014,2200,2200,2200
4/26/2014,,2201.666667,2201.683029
4/27/2014,,2203.333333,2203.310402
4/28/2014,2205,2205,2205
4/29/2014,2180,2180,2180
4/30/2014,2200,2200,2200
5/1/2014,,2210,2208.565723
5/2/2014,2220,2220,2220
5/3/2014,,2211.666667,2212.604661
5/4/2014,,2203.333333,2203.815722
5/5/2014,2195,2195,2195
5/6/2014,2200,2200,2200
5/7/2014,2200,2200,2200
5/8/2014,2235,2235,2235
5/9/2014,2190,2190,2190
5/10/2014,,2206.666667,2206.746639
5/11/2014,,2223.333333,2223.345823
5/12/2014,2240,2240,2240
5/13/2014,2240,2240,2240
5/14/2014,2260,2260,2260
5/15/2014,,2242.5,2242.483491
5/16/2014,2225,2225,2225
5/17/2014,,2243.333333,2243.362599
5/18/2014,,2261.666667,2261.675379
5/19/2014,2280,2280,2280
5/20/2014,2275,2275,2275
5/21/2014,2240,2240,2240
5/22/2014,2255,2255,2255
5/23/2014,2265,2265,2265
5/24/2014,,2268.333333,2266.516294
5/25/2014,,2271.666667,2271.137944
5/26/2014,2275,2275,2275
5/27/2014,,2262.5,2262.897088
5/28/2014,2250,2250,2250
5/29/2014,,2255,2254.996556
5/30/2014,2260,2260,2260
5/31/2014,,2240,2240.008692
6/1/2014,,2220,2220.058853
6/2/2014,2200,2200,2200
6/3/2014,2230,2230,2230
6/4/2014,2220,2220,2220
6/5/2014,2200,2200,2200
6/6/2014,2205,2205,2205
6/7/2014,,2206.666667,2206.713083
6/8/2014,,2208.333333,2209.111433
6/9/2014,2210,2210,2210
6/10/2014,2215,2215,2215
6/11/2014,2220,2220,2220
6/12/2014,2250,2250,2250
6/13/2014,2245,2245,2245
6/14/2014,,2236.666667,2235.717787
6/15/2014,,2228.333333,2228.01376
6/16/2014,2220,2220,2220
6/17/2014,2180,2180,2180
6/18/2014,2205,2205,2205
6/19/2014,2200,2200,2200
6/20/2014,2210,2210,2210
6/21/2014,,2206.666667,2206.656863
6/22/2014,,2203.333333,2203.345559
6/23/2014,2200,2200,2200
6/24/2014,2205,2205,2205
6/25/2014,2200,2200,2200
6/26/2014,2180,2180,2180
6/27/2014,2170,2170,2170
6/28/2014,,2168.333333,2168.338693
6/29/2014,,2166.666667,2166.668038
6/30/2014,2165,2165,2165
7/1/2014,2175,2175,2175
7/2/2014,2200,2200,2200
7/3/2014,2215,2215,2215
7/4/2014,2200,2200,2200
7/5/2014,,2213.333333,2212.729017
7/6/2014,,2226.666667,2224.452103
7/7/2014,2240,2240,2240
7/8/2014,2245,2245,2245
7/9/2014,,2277.5,2278.9045
7/10/2014,2310,2310,2310
7/11/2014,2290,2290,2290
7/12/2014,,2285,2285.029938
7/13/2014,,2280,2279.997332
7/14/2014,2275,2275,2275
7/15/2014,2270,2270,2270
7/16/2014,2300,2300,2300
7/17/2014,2360,2360,2360
7/18/2014,2320,2320,2320
7/19/2014,,2323.333333,2323.435095
7/20/2014,,2326.666667,2326.736381
7/21/2014,2330,2330,2330
7/22/2014,2350,2350,2350
7/23/2014,2335,2335,2335
7/24/2014,2335,2335,2335
7/25/2014,2325,2325,2325
7/26/2014,,2327,2327.021767
7/27/2014,,2329,2329.023432
7/28/2014,,2331,2331.025097
7/29/2014,,2333,2333.026762
7/30/2014,,2335,2335.028427
7/31/2014,,2337,2337.030093
8/1/2014,,2339,2339.031758
8/2/2014,,2341,2341.033423
8/3/2014,,2343,2343.035088
8/4/2014,2345,2345,2345
8/5/2014,2350,2350,2350
8/6/2014,2315,2315,2315
8/7/2014,2340,2340,2340
8/8/2014,2335,2335,2335
8/9/2014,,2345,2345.026179
8/10/2014,,2355,2355.004245
8/11/2014,2365,2365,2365
8/12/2014,2360,2360,2360
8/13/2014,2350,2350,2350
8/14/2014,2360,2360,2360
8/15/2014,2360,2360,2360
8/16/2014,,2356.666667,2356.689395
8/17/2014,,2353.333333,2353.380794
8/18/2014,2350,2350,2350
8/19/2014,2370,2370,2370
8/20/2014,2340,2340,2340
8/21/2014,2345,2345,2345
8/22/2014,2360,2360,2360
8/23/2014,,2360,2359.9819
8/24/2014,,2360,2359.976716
8/25/2014,2360,2360,2360
8/26/2014,2360,2360,2360
8/27/2014,2335,2335,2335
8/28/2014,2345,2345,2345
8/29/2014,2345,2345,2345
8/30/2014,,2343.333333,2343.71697
8/31/2014,,2341.666667,2343.874455
9/1/2014,2340,2340,2340
9/2/2014,2345,2345,2345
9/3/2014,2345,2345,2345
9/4/2014,2355,2355,2355
9/5/2014,2360,2360,2360
9/6/2014,,2396.666667,2397.406594
9/7/2014,,2433.333333,2433.660538
9/8/2014,2470,2470,2470
9/9/2014,2470,2470,2470
9/10/2014,2510,2510,2510
9/11/2014,2440,2440,2440
9/12/2014,2410,2410,2410
9/13/2014,,2401.666667,2401.127263
9/14/2014,,2393.333333,2392.269786
9/15/2014,2385,2385,2385
9/16/2014,2390,2390,2390
9/17/2014,2405,2405,2405
9/18/2014,2450,2450,2450
9/19/2014,2500,2500,2500
9/20/2014,,2503.333333,2502.957548
9/21/2014,,2506.666667,2506.544829
9/22/2014,2510,2510,2510
9/23/2014,2555,2555,2555
9/24/2014,2520,2520,2520
9/25/2014,2505,2505,2505
9/26/2014,2530,2530,2530
9/27/2014,,2540,2539.923022
9/28/2014,,2550,2549.897726
9/29/2014,2560,2560,2560
9/30/2014,2565,2565,2565
10/1/2014,2715,2715,2715
10/2/2014,2570,2570,2570
10/3/2014,2480,2480,2480
10/4/2014,,2458.333333,2458.406308
10/5/2014,,2436.666667,2436.810354
10/6/2014,2415,2415,2415
10/7/2014,2500,2500,2500
10/8/2014,2460,2460,2460
10/9/2014,2540,2540,2540
10/10/2014,2520,2520,2520
10/11/2014,,2526.666667,2526.706229
10/12/2014,,2533.333333,2533.280336
10/13/2014,2540,2540,2540
10/14/2014,2500,2500,2500
10/15/2014,2555,2555,2555
10/16/2014,2520,2520,2520
10/17/2014,2520,2520,2520
10/18/2014,,2533.333333,2533.310283
10/19/2014,,2546.666667,2546.628345
10/20/2014,2560,2560,2560
10/21/2014,2550,2550,2550
10/22/2014,2565,2565,2565
10/23/2014,2635,2635,2635
10/24/2014,2700,2700,2700
10/25/2014,,2695,2694.95776
10/26/2014,,2690,2689.993638
10/27/2014,2685,2685,2685
10/28/2014,2680,2680,2680
10/29/2014,2665,2665,2665
10/30/2014,2620,2620,2620
10/31/2014,2640,2640,2640
11/1/2014,,2636.666667,2636.581844
11/2/2014,,2633.333333,2633.235957
11/3/2014,2630,2630,2630
11/4/2014,2585,2585,2585
11/5/2014,2615,2615,2615
11/6/2014,2600,2600,2600
11/7/2014,2570,2570,2570
11/8/2014,,2560,2560.874301
11/9/2014,,2550,2548.334318
11/10/2014,2540,2540,2540
11/11/2014,2520,2520,2520
11/12/2014,2570,2570,2570
11/13/2014,2575,2575,2575
11/14/2014,2600,2600,2600
11/15/2014,,2598.333333,2598.30379
11/16/2014,,2596.666667,2596.661177
11/17/2014,2595,2595,2595
11/18/2014,2610,2610,2610
11/19/2014,2635,2635,2635
11/20/2014,2665,2665,2665
11/21/2014,2665,2665,2665
11/22/2014,,2663.333333,2663.761166
11/23/2014,,2661.666667,2661.266005
11/24/2014,2660,2660,2660
11/25/2014,2660,2660,2660
11/26/2014,2650,2650,2650
11/27/2014,2660,2660,2660
11/28/2014,2605,2605,2605
11/29/2014,,2616.666667,2616.724942
11/30/2014,,2628.333333,2628.307033
12/1/2014,2640,2640,2640
12/2/2014,2615,2615,2615
12/3/2014,2645,2645,2645
12/4/2014,2670,2670,2670
12/5/2014,2660,2660,2660
12/6/2014,,2658.333333,2660.590576
12/7/2014,,2656.666667,2657.33851
12/8/2014,2655,2655,2655
12/9/2014,2660,2660,2660
12/10/2014,2630,2630,2630
12/11/2014,2660,2660,2660
12/12/2014,2640,2640,2640
12/13/2014,,2626.666667,2628.434341
12/14/2014,,2613.333333,2613.837447
12/15/2014,2600,2600,2600
12/16/2014,2590,2590,2590
12/17/2014,2600,2600,2600
12/18/2014,2600,2600,2600
12/19/2014,2630,2630,2630
12/20/2014,,2636.666667,2636.623996
12/21/2014,,2643.333333,2643.296848
12/22/2014,2650,2650,2650
12/23/2014,2640,2640,2640
12/24/2014,2650,2650,2650
12/25/2014,,2646,2645.968835
12/26/2014,,2642,2641.968086
12/27/2014,,2638,2637.967338
12/28/2014,,2634,2633.966589
12/29/2014,2630,2630,2630
12/30/2014,2615,2615,2615
12/31/2014,,2628.333333,2628.361358
1/1/2015,,2641.666667,2641.673289
1/2/2015,2655,2655,2655
1/3/2015,,2646.666667,2646.638722
1/4/2015,,2638.333333,2638.292222
1/5/2015,2630,2630,2630
1/6/2015,2600,2600,2600
1/7/2015,2610,2610,2610
1/8/2015,2625,2625,2625
1/9/2015,2605,2605,2605
1/10/2015,,2598.333333,2598.377984
1/11/2015,,2591.666667,2591.718808
1/12/2015,2585,2585,2585
1/13/2015,2610,2610,2610
1/14/2015,2605,2605,2605
1/15/2015,2605,2605,2605
1/16/2015,2605,2605,2605
1/17/2015,,2601.666667,2601.962491
1/18/2015,,2598.333333,2599.262724
1/19/2015,2595,2595,2595
1/20/2015,2595,2595,2595
1/21/2015,2610,2610,2610
1/22/2015,2610,2610,2610
1/23/2015,2645,2645,2645
1/24/2015,,2651.666667,2651.607572
1/25/2015,,2658.333333,2658.266918
1/26/2015,2665,2665,2665
1/27/2015,2630,2630,2630
1/28/2015,2635,2635,2635
1/29/2015,2650,2650,2650
1/30/2015,2680,2680,2680
1/31/2015,,2676.666667,2674.981051
2/1/2015,,2673.333333,2672.487512
2/2/2015,2670,2670,2670
2/3/2015,2675,2675,2675
2/4/2015,2705,2705,2705
2/5/2015,2780,2780,2780
2/6/2015,2755,2755,2755
2/7/2015,,2736.666667,2738.506943
2/8/2015,,2718.333333,2718.97876
2/9/2015,2700,2700,2700
2/10/2015,2775,2775,2775
2/11/2015,2755,2755,2755
2/12/2015,2785,2785,2785
2/13/2015,2800,2800,2800
2/14/2015,,2803.333333,2803.316674
2/15/2015,,2806.666667,2806.630329
2/16/2015,2810,2810,2810
2/17/2015,2800,2800,2800
2/18/2015,2840,2840,2840
2/19/2015,,2850,2849.399925
2/20/2015,2860,2860,2860
2/21/2015,,2845,2845.746314
2/22/2015,,2830,2832.61851
2/23/2015,2815,2815,2815
2/24/2015,2810,2810,2810
2/25/2015,2800,2800,2800
2/26/2015,2795,2795,2795
2/27/2015,2800,2800,2800
2/28/2015,,2810,2810.006063
3/1/2015,,2820,2820.025142
3/2/2015,2830,2830,2830
3/3/2015,2870,2870,2870
3/4/2015,2900,2900,2900
3/5/2015,2895,2895,2895
3/6/2015,2900,2900,2900
3/7/2015,,2893.333333,2892.240188
3/8/2015,,2886.666667,2886.137716
3/9/2015,2880,2880,2880
3/10/2015,2880,2880,2880
3/11/2015,2850,2850,2850
3/12/2015,2845,2845,2845
3/13/2015,2840,2840,2840
3/14/2015,,2828.333333,2828.357151
3/15/2015,,2816.666667,2816.752937
3/16/2015,2805,2805,2805
3/17/2015,2855,2855,2855
3/18/2015,2820,2820,2820
3/19/2015,2860,2860,2860
3/20/2015,2835,2835,2835
3/21/2015,,2850,2850.078237
3/22/2015,,2865,2865.057108
3/23/2015,2880,2880,2880
3/24/2015,2910,2910,2910
3/25/2015,2910,2910,2910
3/26/2015,2900,2900,2900
3/27/2015,2895,2895,2895
3/28/2015,,2893.333333,2895.240764
3/29/2015,,2891.666667,2891.694718
3/30/2015,2890,2890,2890
3/31/2015,2960,2960,2960
4/1/2015,2975,2975,2975
4/2/2015,2985,2985,2985
4/3/2015,,2978.75,2978.803855
4/4/2015,,2972.5,2972.651851
4/5/2015,,2966.25,2966.499848
4/6/2015,2960,2960,2960
4/7/2015,3095,3095,3095
4/8/2015,3015,3015,3015
