Date,Original,Spline,Linear
7/12/2017,3640,3640,3640
7/13/2017,3700,3700,3700
7/14/2017,3710,3710,3710
7/15/2017,,3690,3689.999684
7/16/2017,,3670,3669.992605
7/17/2017,3650,3650,3650
7/18/2017,3640,3640,3640
7/19/2017,3670,3670,3670
7/20/2017,3695,3695,3695
7/21/2017,3690,3690,3690
7/22/2017,,3683.333333,3683.380464
7/23/2017,,3676.666667,3676.755982
7/24/2017,3670,3670,3670
7/25/2017,3730,3730,3730
7/26/2017,3730,3730,3730
7/27/2017,3755,3755,3755
7/28/2017,3800,3800,3800
7/29/2017,,3773.333333,3773.303006
7/30/2017,,3746.666667,3746.731886
7/31/2017,3720,3720,3720
8/1/2017,3775,3775,3775
8/2/2017,3780,3780,3780
8/3/2017,3810,3810,3810
8/4/2017,3750,3750,3750
8/5/2017,,3750,3750.069868
8/6/2017,,3750,3749.987481
8/7/2017,3750,3750,3750
8/8/2017,3740,3740,3740
8/9/2017,3805,3805,3805
8/10/2017,3810,3810,3810
8/11/2017,3745,3745,3745
8/12/2017,,3741.666667,3741.752622
8/13/2017,,3738.333333,3738.373611
8/14/2017,3735,3735,3735
8/15/2017,3740,3740,3740
8/16/2017,3745,3745,3745
8/17/2017,,3747.5,3747.352593
8/18/2017,3750,3750,3750
8/19/2017,,3753.333333,3753.303938
8/20/2017,,3756.666667,3755.905967
8/21/2017,3760,3760,3760
8/22/2017,3760,3760,3760
8/23/2017,3780,3780,3780
8/24/2017,3830,3830,3830
8/25/2017,3820,3820,3820
8/26/2017,,3806.666667,3806.708064
8/27/2017,,3793.333333,3793.380222
8/28/2017,3780,3780,3780
8/29/2017,3810,3810,3810
8/30/2017,3840,3840,3840
8/31/2017,3790,3790,3790
9/1/2017,,3791.25,3791.34378
9/2/2017,,3792.5,3792.561572
9/3/2017,,3793.75,3793.779364
9/4/2017,3795,3795,3795
9/5/2017,3800,3800,3800
9/6/2017,3800,3800,3800
9/7/2017,3820,3820,3820
9/8/2017,3745,3745,3745
9/9/2017,,3761.666667,3761.78518
9/10/2017,,3778.333333,3778.372861
9/11/2017,3795,3795,3795
9/12/2017,3790,3790,3790
9/13/2017,3770,3770,3770
9/14/2017,3825,3825,3825
9/15/2017,3800,3800,3800
9/16/2017,,3800,3800.034495
9/17/2017,,3800,3799.960983
9/18/2017,3800,3800,3800
9/19/2017,3770,3770,3770
9/20/2017,3820,3820,3820
9/21/2017,,3820,3819.957857
9/22/2017,3820,3820,3820
9/23/2017,,3863.333333,3863.341863
9/24/2017,,3906.666667,3906.612772
9/25/2017,3950,3950,3950
9/26/2017,3935,3935,3935
9/27/2017,3960,3960,3960
9/28/2017,3965,3965,3965
9/29/2017,3995,3995,3995
9/30/2017,,4033.333333,4033.281828
10/1/2017,,4071.666667,4071.55137
10/2/2017,4110,4110,4110
10/3/2017,4065,4065,4065
10/4/2017,4110,4110,4110
10/5/2017,4065,4065,4065
10/6/2017,4050,4050,4050
10/7/2017,,4053.333333,4053.318145
10/8/2017,,4056.666667,4056.633802
10/9/2017,4060,4060,4060
10/10/2017,4040,4040,4040
10/11/2017,4040,4040,4040
10/12/2017,4075,4075,4075
10/13/2017,4160,4160,4160
10/14/2017,,4160,4159.936012
10/15/2017,,4160,4160.012978
10/16/2017,4160,4160,4160
10/17/2017,4150,4150,4150
10/18/2017,4140,4140,4140
10/19/2017,4040,4040,4040
10/20/2017,4100,4100,4100
10/21/2017,,4110,4109.927817
10/22/2017,,4120,4120.071994
10/23/2017,4130,4130,4130
10/24/2017,4200,4200,4200
10/25/2017,4120,4120,4120
10/26/2017,4160,4160,4160
10/27/2017,4150,4150,4150
10/28/2017,,4121.666667,4121.727141
10/29/2017,,4093.333333,4093.470115
10/30/2017,4065,4065,4065
10/31/2017,4165,4165,4165
11/1/2017,4200,4200,4200
11/2/2017,4300,4300,4300
11/3/2017,4300,4300,4300
11/4/2017,,4280,4280.011305
11/5/2017,,4260,4259.944058
11/6/2017,4240,4240,4240
11/7/2017,4170,4170,4170
11/8/2017,4180,4180,4180
11/9/2017,4190,4190,4190
11/10/2017,4160,4160,4160
11/11/2017,,4141.666667,4141.693179
11/12/2017,,4123.333333,4123.341514
11/13/2017,4105,4105,4105
11/14/2017,4100,4100,4100
11/15/2017,4120,4120,4120
11/16/2017,4240,4240,4240
11/17/2017,4230,4230,4230
11/18/2017,,4231.666667,4231.768192
11/19/2017,,4233.333333,4233.411276
11/20/2017,4235,4235,4235
11/21/2017,4245,4245,4245
11/22/2017,4200,4200,4200
11/23/2017,4250,4250,4250
11/24/2017,4175,4175,4175
11/25/2017,,4171.666667,4171.836057
11/26/2017,,4168.333333,4168.507302
11/27/2017,4165,4165,4165
11/28/2017,4260,4260,4260
11/29/2017,4260,4260,4260
11/30/2017,4260,4260,4260
12/1/2017,,4236.25,4236.307775
12/2/2017,,4212.5,4212.572837
12/3/2017,,4188.75,4188.837899
12/4/2017,4165,4165,4165
12/5/2017,4210,4210,4210
12/6/2017,4230,4230,4230
12/7/2017,4260,4260,4260
12/8/2017,4220,4220,4220
12/9/2017,,4230,4229.252085
12/10/2017,,4240,4238.380022
12/11/2017,4250,4250,4250
12/12/2017,4235,4235,4235
12/13/2017,4235,4235,4235
12/14/2017,4185,4185,4185
12/15/2017,4180,4180,4180
12/16/2017,,4180,4180.714228
12/17/2017,,4180,4179.319411
12/18/2017,4180,4180,4180
12/19/2017,4190,4190,4190
12/20/2017,4210,4210,4210
12/21/2017,4190,4190,4190
12/22/2017,4235,4235,4235
12/23/2017,,4248,4247.909299
12/24/2017,,4261,4260.905874
12/25/2017,,4274,4273.902449
12/26/2017,,4287,4286.899025
12/27/2017,4300,4300,4300
12/28/2017,4300,4300,4300
12/29/2017,4410,4410,4410
12/30/2017,,4402.5,4402.738196
12/31/2017,,4395,4395.703668
1/1/2018,,4387.5,4388.66914
1/2/2018,4380,4380,4380
1/3/2018,4385,4385,4385
1/4/2018,4380,4380,4380
1/5/2018,4460,4460,4460
1/6/2018,,4456.666667,4456.588279
1/7/2018,,4453.333333,4453.35726
1/8/2018,4450,4450,4450
1/9/2018,4500,4500,4500
1/10/2018,4505,4505,4505
1/11/2018,4490,4490,4490
1/12/2018,4540,4540,4540
1/13/2018,,4523.333333,4523.238365
1/14/2018,,4506.666667,4506.617123
1/15/2018,4490,4490,4490
1/16/2018,4490,4490,4490
1/17/2018,4540,4540,4540
1/18/2018,4450,4450,4450
1/19/2018,4525,4525,4525
1/20/2018,,4520,4519.861134
1/21/2018,,4515,4514.967893
1/22/2018,4510,4510,4510
1/23/2018,4530,4530,4530
1/24/2018,4525,4525,4525
1/25/2018,4510,4510,4510
1/26/2018,4525,4525,4525
1/27/2018,,4536.666667,4536.628916
1/28/2018,,4548.333333,4548.278827
1/29/2018,4560,4560,4560
1/30/2018,4540,4540,4540
1/31/2018,4560,4560,4560
2/1/2018,4570,4570,4570
2/2/2018,4725,4725,4725
2/3/2018,,4733.333333,4733.105141
2/4/2018,,4741.666667,4741.490051
2/5/2018,4750,4750,4750
2/6/2018,4690,4690,4690
2/7/2018,4730,4730,4730
2/8/2018,4710,4710,4710
2/9/2018,4680,4680,4680
2/10/2018,,4706.666667,4707.535309
2/11/2018,,4733.333333,4734.983639
2/12/2018,4760,4760,4760
2/13/2018,4760,4760,4760
2/14/2018,4745,4745,4745
2/15/2018,4780,4780,4780
2/16/2018,,4768.75,4768.725717
2/17/2018,,4757.5,4757.555963
2/18/2018,,4746.25,4746.386208
2/19/2018,4735,4735,4735
2/20/2018,4820,4820,4820
2/21/2018,4790,4790,4790
2/22/2018,4820,4820,4820
2/23/2018,4805,4805,4805
2/24/2018,,4813.333333,4813.350082
2/25/2018,,4821.666667,4821.60593
2/26/2018,4830,4830,4830
2/27/2018,4745,4745,4745
2/28/2018,4680,4680,4680
3/1/2018,4620,4620,4620
3/2/2018,4615,4615,4615
3/3/2018,,4620,4619.97286
3/4/2018,,4625,4624.978946
3/5/2018,4630,4630,4630
3/6/2018,4635,4635,4635
3/7/2018,4620,4620,4620
3/8/2018,4600,4600,4600
3/9/2018,4660,4660,4660
3/10/2018,,4666.666667,4666.608845
3/11/2018,,4673.333333,4673.360335
3/12/2018,4680,4680,4680
3/13/2018,4720,4720,4720
3/14/2018,4695,4695,4695
3/15/2018,4680,4680,4680
3/16/2018,4730,4730,4730
3/17/2018,,4706.666667,4706.575912
3/18/2018,,4683.333333,4683.300611
3/19/2018,4660,4660,4660
3/20/2018,4655,4655,4655
3/21/2018,4670,4670,4670
3/22/2018,4695,4695,4695
3/23/2018,4600,4600,4600
3/24/2018,,4626.666667,4626.851441
3/25/2018,,4653.333333,4653.461239
3/26/2018,4680,4680,4680
3/27/2018,4730,4730,4730
3/28/2018,4690,4690,4690
3/29/2018,4630,4630,4630
3/30/2018,,4645,4645.059236
3/31/2018,,4660,4660.011263
4/1/2018,,4675,4674.963291
4/2/2018,4690,4690,4690
4/3/2018,4675,4675,4675
4/4/2018,4700,4700,4700
4/5/2018,4700,4700,4700
4/6/2018,4625,4625,4625
4/7/2018,,4606.666667,4606.718656
4/8/2018,,4588.333333,4588.311739
4/9/2018,4570,4570,4570
4/10/2018,4575,4575,4575
4/11/2018,4700,4700,4700
4/12/2018,4665,4665,4665
4/13/2018,4620,4620,4620
4/14/2018,,4605,4605.343284
4/15/2018,,4590,4587.985209
4/16/2018,4575,4575,4575
4/17/2018,4550,4550,4550
4/18/2018,4565,4565,4565
4/19/2018,4620,4620,4620
4/20/2018,4625,4625,4625
4/21/2018,,4630,4630.033337
4/22/2018,,4635,4635.0156
4/23/2018,4640,4640,4640
4/24/2018,4620,4620,4620
4/25/2018,4570,4570,4570
4/26/2018,4350,4350,4350
4/27/2018,4320,4320,4320
4/28/2018,,4313.333333,4313.230144
4/29/2018,,4306.666667,4306.61867
4/30/2018,4300,4300,4300
5/1/2018,,4360,4360.146903
5/2/2018,4420,4420,4420
5/3/2018,4560,4560,4560
5/4/2018,4460,4460,4460
5/5/2018,,4443.333333,4443.556902
5/6/2018,,4426.666667,4426.807177
5/7/2018,4410,4410,4410
5/8/2018,4400,4400,4400
5/9/2018,4305,4305,4305
5/10/2018,,4427.5,4427.602616
5/11/2018,4550,4550,4550
5/12/2018,,4530,4529.951185
5/13/2018,,4510,4510.122023
5/14/2018,4490,4490,4490
5/15/2018,4535,4535,4535
5/16/2018,4380,4380,4380
5/17/2018,4440,4440,4440
5/18/2018,4400,4400,4400
5/19/2018,,4370,4370.100287
5/20/2018,,4340,4340.13428
5/21/2018,4310,4310,4310
5/22/2018,4390,4390,4390
5/23/2018,4420,4420,4420
5/24/2018,4460,4460,4460
5/25/2018,4485,4485,4485
5/26/2018,,4490,4491.658884
5/27/2018,,4495,4495.851592
5/28/2018,4500,4500,4500
5/29/2018,,4535,4534.996084
5/30/2018,4570,4570,4570
5/31/2018,4575,4575,4575
6/1/2018,,4578.75,4578.761677
6/2/2018,,4582.5,4582.490917
6/3/2018,,4586.25,4586.220158
6/4/2018,4590,4590,4590
6/5/2018,4560,4560,4560
6/6/2018,4545,4545,4545
6/7/2018,4630,4630,4630
6/8/2018,4570,4570,4570
6/9/2018,,4555.833333,4555.986713
6/10/2018,,4541.666667,4541.798087
6/11/2018,,4527.5,4527.609462
6/12/2018,,4513.333333,4513.420836
6/13/2018,,4499.166667,4499.23221
6/14/2018,,4485,4485.043585
6/15/2018,,4470.833333,4470.854959
6/16/2018,,4456.666667,4456.666334
6/17/2018,,4442.5,4442.477708
6/18/2018,,4428.333333,4428.289083
6/19/2018,,4414.166667,4414.100457
6/20/2018,4400,4400,4400
6/21/2018,4325,4325,4325
6/22/2018,4280,4280,4280
6/23/2018,,4315,4315.044236
6/24/2018,,4350,4349.953929
6/25/2018,4385,4385,4385
6/26/2018,4420,4420,4420
6/27/2018,4280,4280,4280
6/28/2018,4275,4275,4275
6/29/2018,4190,4190,4190
6/30/2018,,4236.666667,4236.825853
7/1/2018,,4283.333333,4283.410542
7/2/2018,4330,4330,4330
7/3/2018,4320,4320,4320
7/4/2018,4195,4195,4195
7/5/2018,4210,4210,4210
7/6/2018,4195,4195,4195
7/7/2018,,4210,4210.118739
7/8/2018,,4225,4225.209984
7/9/2018,4240,4240,4240
7/10/2018,4370,4370,4370
7/11/2018,4300,4300,4300
7/12/2018,4440,4440,4440
7/13/2018,4600,4600,4600
7/14/2018,,4603.333333,4603.199078
7/15/2018,,4606.666667,4606.592656
7/16/2018,4610,4610,4610
7/17/2018,4585,4585,4585
7/18/2018,4590,4590,4590
7/19/2018,4620,4620,4620
7/20/2018,4630,4630,4630
7/21/2018,,4633.333333,4633.367784
7/22/2018,,4636.666667,4636.742507
7/23/2018,4640,4640,4640
7/24/2018,4700,4700,4700
7/25/2018,4705,4705,4705
7/26/2018,4645,4645,4645
7/27/2018,4660,4660,4660
7/28/2018,,4666.666667,4666.58451
7/29/2018,,4673.333333,4673.230843
7/30/2018,4680,4680,4680
7/31/2018,4640,4640,4640
8/1/2018,4680,4680,4680
8/2/2018,4720,4720,4720
8/3/2018,4690,4690,4690
8/4/2018,,4686.666667,4686.744322
8/5/2018,,4683.333333,4683.414337
8/6/2018,4680,4680,4680
8/7/2018,4740,4740,4740
8/8/2018,4780,4780,4780
8/9/2018,4800,4800,4800
8/10/2018,4800,4800,4800
8/11/2018,,4768.333333,4768.313513
8/12/2018,,4736.666667,4736.651592
8/13/2018,4705,4705,4705
8/14/2018,4690,4690,4690
8/15/2018,4720,4720,4720
8/16/2018,4690,4690,4690
8/17/2018,,4692.5,4692.588449
8/18/2018,,4695,4695.103328
8/19/2018,,4697.5,4697.618207
8/20/2018,4700,4700,4700
8/21/2018,4770,4770,4770
8/22/2018,,4765,4765.065796
8/23/2018,4760,4760,4760
8/24/2018,4920,4920,4920
8/25/2018,,4953.333333,4953.177984
8/26/2018,,4986.666667,4986.640087
8/27/2018,5020,5020,5020
8/28/2018,5020,5020,5020
8/29/2018,4900,4900,4900
8/30/2018,4995,4995,4995
8/31/2018,5000,5000,5000
9/1/2018,,5003.333333,5002.802493
9/2/2018,,5006.666667,5006.50578
9/3/2018,5010,5010,5010
9/4/2018,4965,4965,4965
9/5/2018,4900,4900,4900
9/6/2018,4805,4805,4805
9/7/2018,4965,4965,4965
9/8/2018,,4950,4949.75058
9/9/2018,,4935,4934.939467
9/10/2018,4920,4920,4920
9/11/2018,,4935,4934.952984
9/12/2018,4950,4950,4950
9/13/2018,4840,4840,4840
9/14/2018,4780,4780,4780
9/15/2018,,4770,4770.004926
9/16/2018,,4760,4760.031241
9/17/2018,4750,4750,4750
9/18/2018,4740,4740,4740
9/19/2018,4815,4815,4815
9/20/2018,4840,4840,4840
9/21/2018,4780,4780,4780
9/22/2018,,4780,4780.112583
9/23/2018,,4780,4780.085498
9/24/2018,4780,4780,4780
9/25/2018,4800,4800,4800
9/26/2018,4760,4760,4760
9/27/2018,4780,4780,4780
9/28/2018,4780,4780,4780
9/29/2018,,4786.666667,4786.707729
9/30/2018,,4793.333333,4793.392677
10/1/2018,4800,4800,4800
10/2/2018,4815,4815,4815
10/3/2018,4750,4750,4750
10/4/2018,4785,4785,4785
10/5/2018,4710,4710,4710
10/6/2018,,4678.333333,4678.770088
10/7/2018,,4646.666667,4647.426109
10/8/2018,4615,4615,4615
10/9/2018,4700,4700,4700
10/10/2018,4780,4780,4780
10/11/2018,4600,4600,4600
10/12/2018,4600,4600,4600
10/13/2018,,4633.333333,4633.833941
10/14/2018,,4666.666667,4667.794907
10/15/2018,4700,4700,4700
10/16/2018,4770,4770,4770
10/17/2018,4830,4830,4830
10/18/2018,4760,4760,4760
10/19/2018,4660,4660,4660
10/20/2018,,4665,4665.114094
10/21/2018,,4670,4670.079262
10/22/2018,4675,4675,4675
10/23/2018,4680,4680,4680
10/24/2018,4600,4600,4600
10/25/2018,4435,4435,4435
10/26/2018,4620,4620,4620
10/27/2018,,4633.333333,4632.954428
10/28/2018,,4646.666667,4646.403748
10/29/2018,4660,4660,4660
10/30/2018,4625,4625,4625
10/31/2018,4750,4750,4750
11/1/2018,4770,4770,4770
11/2/2018,4800,4800,4800
11/3/2018,,4800,4799.98581
11/4/2018,,4800,4800.032753
11/5/2018,4800,4800,4800
11/6/2018,4860,4860,4860
11/7/2018,4920,4920,4920
11/8/2018,4880,4880,4880
11/9/2018,4800,4800,4800
11/10/2018,,4810,4810.017425
11/11/2018,,4820,4819.864356
11/12/2018,4830,4830,4830
11/13/2018,4740,4740,4740
11/14/2018,4815,4815,4815
11/15/2018,4855,4855,4855
11/16/2018,4870,4870,4870
11/17/2018,,4913.333333,4913.374165
11/18/2018,,4956.666667,4956.68
11/19/2018,5000,5000,5000
11/20/2018,,5000,4999.884151
11/21/2018,5000,5000,5000
11/22/2018,4940,4940,4940
11/23/2018,5060,5060,5060
11/24/2018,,5026.666667,5026.208432
11/25/2018,,4993.333333,4992.78938
11/26/2018,4960,4960,4960
11/27/2018,5040,5040,5040
11/28/2018,5125,5125,5125
11/29/2018,5100,5100,5100
11/30/2018,5240,5240,5240
12/1/2018,,5231.666667,5230.610224
12/2/2018,,5223.333333,5221.528348
12/3/2018,5215,5215,5215
12/4/2018,5160,5160,5160
12/5/2018,5120,5120,5120
12/6/2018,5170,5170,5170
12/7/2018,5190,5190,5190
12/8/2018,,5166.666667,5166.647655
12/9/2018,,5143.333333,5143.327949
12/10/2018,5120,5120,5120
12/11/2018,5130,5130,5130
12/12/2018,5190,5190,5190
12/13/2018,5200,5200,5200
12/14/2018,5160,5160,5160
12/15/2018,,5168.333333,5168.370071
12/16/2018,,5176.666667,5176.611773
12/17/2018,5185,5185,5185
12/18/2018,5100,5100,5100
12/19/2018,5040,5040,5040
12/20/2018,5120,5120,5120
12/21/2018,5040,5040,5040
12/22/2018,,5066,5066.221424
12/23/2018,,5092,5092.198292
12/24/2018,,5118,5118.17516
12/25/2018,,5144,5144.152029
12/26/2018,5170,5170,5170
12/27/2018,5240,5240,5240
12/28/2018,5195,5195,5195
12/29/2018,,5196,5196.122367
12/30/2018,,5197,5197.094943
12/31/2018,,5198,5198.067519
1/1/2019,,5199,5199.040096
1/2/2019,5200,5200,5200
1/3/2019,5200,5200,5200
1/4/2019,5175,5175,5175
1/5/2019,,5205,5205.008889
1/6/2019,,5235,5234.912218
1/7/2019,5265,5265,5265
1/8/2019,5230,5230,5230
1/9/2019,5300,5300,5300
1/10/2019,5300,5300,5300
1/11/2019,5280,5280,5280
1/12/2019,,5260,5260.01718
1/13/2019,,5240,5240.016345
1/14/2019,5220,5220,5220
1/15/2019,5230,5230,5230
1/16/2019,5260,5260,5260
1/17/2019,5290,5290,5290
1/18/2019,5340,5340,5340
1/19/2019,,5368.333333,5368.387151
1/20/2019,,5396.666667,5396.860196
1/21/2019,5425,5425,5425
1/22/2019,5600,5600,5600
1/23/2019,5600,5600,5600
1/24/2019,5430,5430,5430
1/25/2019,5400,5400,5400
1/26/2019,,5438.333333,5438.223257
1/27/2019,,5476.666667,5476.456988
1/28/2019,5515,5515,5515
1/29/2019,5445,5445,5445
1/30/2019,5560,5560,5560
1/31/2019,5520,5520,5520
2/1/2019,5680,5680,5680
2/2/2019,,5665,5664.745661
2/3/2019,,5650,5649.856523
2/4/2019,5635,5635,5635
2/5/2019,,5567.5,5567.58062
2/6/2019,5500,5500,5500
2/7/2019,5535,5535,5535
2/8/2019,5530,5530,5530
2/9/2019,,5526.666667,5526.717552
2/10/2019,,5523.333333,5523.402239
2/11/2019,5520,5520,5520
2/12/2019,5530,5530,5530
2/13/2019,5460,5460,5460
2/14/2019,5405,5405,5405
2/15/2019,5360,5360,5360
2/16/2019,,5376.666667,5375.555778
2/17/2019,,5393.333333,5392.75478
2/18/2019,5410,5410,5410
2/19/2019,5420,5420,5420
2/20/2019,5450,5450,5450
2/21/2019,5540,5540,5540
2/22/2019,5475,5475,5475
2/23/2019,,5480,5480.123077
2/24/2019,,5485,5485.029545
2/25/2019,5490,5490,5490
2/26/2019,5500,5500,5500
2/27/2019,5565,5565,5565
2/28/2019,5570,5570,5570
3/1/2019,5565,5565,5565
3/2/2019,,5550,5551.114167
3/3/2019,,5535,5535.523959
3/4/2019,5520,5520,5520
3/5/2019,5500,5500,5500
3/6/2019,5555,5555,5555
3/7/2019,,5550,5549.929588
3/8/2019,5545,5545,5545
3/9/2019,,5540,5540.026182
3/10/2019,,5535,5535.074479
3/11/2019,5530,5530,5530
3/12/2019,5540,5540,5540
3/13/2019,5450,5450,5450
3/14/2019,5450,5450,5450
3/15/2019,5520,5520,5520
3/16/2019,,5531.666667,5531.575787
3/17/2019,,5543.333333,5543.274273
3/18/2019,5555,5555,5555
3/19/2019,5540,5540,5540
3/20/2019,5540,5540,5540
3/21/2019,5490,5490,5490
3/22/2019,5465,5465,5465
3/23/2019,,5456.666667,5456.676143
3/24/2019,,5448.333333,5448.368614
3/25/2019,5440,5440,5440
3/26/2019,5480,5480,5480
3/27/2019,5510,5510,5510
3/28/2019,5460,5460,5460
3/29/2019,5515,5515,5515
3/30/2019,,5526.666667,5526.562059
3/31/2019,,5538.333333,5538.257666
4/1/2019,5550,5550,5550
4/2/2019,5530,5530,5530
4/3/2019,,5535,5535.048182
4/4/2019,5540,5540,5540
4/5/2019,5560,5560,5560
4/6/2019,,5541.666667,5542.463922
4/7/2019,,5523.333333,5524.996993
4/8/2019,5505,5505,5505
4/9/2019,5535,5535,5535
4/10/2019,5550,5550,5550
4/11/2019,5560,5560,5560
4/12/2019,5460,5460,5460
4/13/2019,,5493.333333,5493.433964
4/14/2019,,5526.666667,5526.587961
4/15/2019,5560,5560,5560
4/16/2019,5495,5495,5495
4/17/2019,,5547.5,5547.58456
4/18/2019,5600,5600,5600
4/19/2019,,5606.25,5606.217139
4/20/2019,,5612.5,5612.527336
4/21/2019,,5618.75,5618.837534
4/22/2019,5625,5625,5625
4/23/2019,5680,5680,5680
4/24/2019,5640,5640,5640
4/25/2019,5535,5535,5535
4/26/2019,5585,5585,5585
4/27/2019,,5593.333333,5593.222862
4/28/2019,,5601.666667,5601.6458
4/29/2019,5610,5610,5610
4/30/2019,5670,5670,5670
5/1/2019,,5735,5734.856564
5/2/2019,5800,5800,5800
5/3/2019,5680,5680,5680
5/4/2019,,5653.333333,5653.569765
5/5/2019,,5626.666667,5626.896473
5/6/2019,5600,5600,5600
5/7/2019,5675,5675,5675
5/8/2019,5600,5600,5600
5/9/2019,5700,5700,5700
5/10/2019,5610,5610,5610
5/11/2019,,5633.333333,5633.460035
5/12/2019,,5656.666667,5656.578929
5/13/2019,5680,5680,5680
5/14/2019,5560,5560,5560
5/15/2019,5555,5555,5555
5/16/2019,5460,5460,5460
5/17/2019,5280,5280,5280
5/18/2019,,5246.666667,5246.948579
5/19/2019,,5213.333333,5213.744271
5/20/2019,5180,5180,5180
5/21/2019,5470,5470,5470
5/22/2019,5530,5530,5530
5/23/2019,5440,5440,5440
5/24/2019,5610,5610,5610
5/25/2019,,5585,5584.735538
5/26/2019,,5560,5559.970815
5/27/2019,5535,5535,5535
5/28/2019,5655,5655,5655
5/29/2019,5800,5800,5800
5/30/2019,,5770,5769.919758
5/31/2019,5740,5740,5740
6/1/2019,,5766,5766.090005
6/2/2019,,5792,5792.061911
6/3/2019,,5818,5818.033816
6/4/2019,,5844,5844.005722
6/5/2019,,5870,5869.977628
6/6/2019,,5896,5895.949534
6/7/2019,,5922,5921.92144
6/8/2019,,5948,5947.893346
6/9/2019,,5974,5973.865252
6/10/2019,6000,6000,6000
6/11/2019,5900,5900,5900
6/12/2019,5840,5840,5840
6/13/2019,5885,5885,5885
6/14/2019,5845,5845,5845
6/15/2019,,5833.333333,5833.147733
6/16/2019,,5821.666667,5820.859944
6/17/2019,5810,5810,5810
6/18/2019,5795,5795,5795
6/19/2019,5900,5900,5900
6/20/2019,5900,5900,5900
6/21/2019,5910,5910,5910
6/22/2019,,5905,5904.999554
6/23/2019,,5900,5900.036739
6/24/2019,5895,5895,5895
6/25/2019,5930,5930,5930
6/26/2019,5940,5940,5940
6/27/2019,5850,5850,5850
6/28/2019,5980,5980,5980
6/29/2019,,5985,5983.997708
6/30/2019,,5990,5987.141826
7/1/2019,5995,5995,5995
7/2/2019,5990,5990,5990
7/3/2019,5950,5950,5950
7/4/2019,6000,6000,6000
7/5/2019,6020,6020,6020
7/6/2019,,5991.666667,5991.586506
7/7/2019,,5963.333333,5963.193426
7/8/2019,5935,5935,5935
7/9/2019,5870,5870,5870
7/10/2019,6000,6000,6000
7/11/2019,6020,6020,6020
7/12/2019,6000,6000,6000
7/13/2019,,6020,6020.057127
7/14/2019,,6040,6040.031471
7/15/2019,6060,6060,6060
7/16/2019,6080,6080,6080
7/17/2019,6080,6080,6080
7/18/2019,6100,6100,6100
7/19/2019,6195,6195,6195
7/20/2019,,6216.666667,6216.552451
7/21/2019,,6238.333333,6238.244897
7/22/2019,6260,6260,6260
7/23/2019,6240,6240,6240
7/24/2019,6260,6260,6260
7/25/2019,6270,6270,6270
7/26/2019,6250,6250,6250
7/27/2019,,6240,6240.020095
7/28/2019,,6230,6230.000564
7/29/2019,6220,6220,6220
7/30/2019,6205,6205,6205
7/31/2019,6190,6190,6190
8/1/2019,6190,6190,6190
8/2/2019,6160,6160,6160
8/3/2019,,6178.333333,6178.188559
8/4/2019,,6196.666667,6196.190844
8/5/2019,6215,6215,6215
8/6/2019,5880,5880,5880
8/7/2019,5975,5975,5975
8/8/2019,6010,6010,6010
8/9/2019,6055,6055,6055
8/10/2019,,6060,6059.920329
8/11/2019,,6065,6064.87406
8/12/2019,6070,6070,6070
8/13/2019,6000,6000,6000
8/14/2019,6040,6040,6040
8/15/2019,5920,5920,5920
8/16/2019,6040,6040,6040
8/17/2019,,6036.666667,6036.455403
8/18/2019,,6033.333333,6033.268202
8/19/2019,6030,6030,6030
8/20/2019,6035,6035,6035
8/21/2019,6000,6000,6000
8/22/2019,5925,5925,5925
8/23/2019,5920,5920,5920
8/24/2019,,5926.666667,5926.69315
8/25/2019,,5933.333333,5933.461121
8/26/2019,5940,5940,5940
8/27/2019,6040,6040,6040
8/28/2019,6000,6000,6000
8/29/2019,5990,5990,5990
8/30/2019,6080,6080,6080
8/31/2019,,6086.666667,6086.482911
9/1/2019,,6093.333333,6093.120732
9/2/2019,6100,6100,6100
9/3/2019,6000,6000,6000
9/4/2019,6060,6060,6060
9/5/2019,6085,6085,6085
9/6/2019,6060,6060,6060
9/7/2019,,6056.666667,6056.688107
9/8/2019,,6053.333333,6053.298815
9/9/2019,6050,6050,6050
9/10/2019,6020,6020,6020
9/11/2019,6050,6050,6050
9/12/2019,6100,6100,6100
9/13/2019,6080,6080,6080
9/14/2019,,6053.333333,6053.370526
9/15/2019,,6026.666667,6026.692361
9/16/2019,6000,6000,6000
9/17/2019,5990,5990,5990
9/18/2019,5990,5990,5990
9/19/2019,6015,6015,6015
9/20/2019,6050,6050,6050
9/21/2019,,6043.333333,6042.196123
9/22/2019,,6036.666667,6036.090324
9/23/2019,6030,6030,6030
9/24/2019,5980,5980,5980
9/25/2019,5900,5900,5900
9/26/2019,6000,6000,6000
9/27/2019,6005,6005,6005
9/28/2019,,6026.666667,6026.699604
9/29/2019,,6048.333333,6048.273074
9/30/2019,6070,6070,6070
10/1/2019,6010,6010,6010
10/2/2019,6010,6010,6010
10/3/2019,6010,6010,6010
10/4/2019,5980,5980,5980
10/5/2019,,6010,6009.528315
10/6/2019,,6040,6038.956021
10/7/2019,6070,6070,6070
10/8/2019,6080,6080,6080
10/9/2019,6100,6100,6100
10/10/2019,6020,6020,6020
10/11/2019,6080,6080,6080
10/12/2019,,6096.666667,6096.579319
10/13/2019,,6113.333333,6113.343396
10/14/2019,6130,6130,6130
10/15/2019,6190,6190,6190
10/16/2019,6200,6200,6200
